"Name","Ticker Name","Basic Industry"
"RIIL  Reliance Industrial Infrastructure Ltd  ","RIIL","Logistics Solution Provider"
"ECOSMOBLTY  ECOS (India) Mobility & Hospitality Ltd  ","ECOSMOBLTY","Road Transport"
"ACLGATI  Allcargo Gati Ltd  ","ACLGATI","Logistics Solution Provider"
"WCIL  Western Carriers (India) Ltd  ","WCIL","Logistics Solution Provider"
"SNOWMAN  Snowman Logistics Ltd  ","SNOWMAN","Logistics Solution Provider"
"RITCO  Ritco Logistics Ltd  ","RITCO","Logistics Solution Provider"
"TREL  Transindia Real Estate Ltd  ","TREL","Logistics Solution Provider"
"TAALENT  TAAL Enterprises Ltd  ","TAALENT","Airline"
"SJLOGISTIC  S J Logistics (India) Ltd  ","SJLOGISTIC","Logistics Solution Provider"
"SHREYAS  Transworld Shipping Lines Ltd  ","SHREYAS","Shipping"
"SICALLOG  Sical Logistics Ltd  ","SICALLOG","Logistics Solution Provider"
"LANCER  Lancer Container Lines Ltd  ","LANCER","Logistics Solution Provider"
"TIGERLOGS  Tiger Logistics (India) Ltd  ","TIGERLOGS","Logistics Solution Provider"
"ESSARSHPNG  Essar Shipping Ltd  ","ESSARSHPNG","Shipping"
"DJML  DJ Mediaprint & Logistics Ltd  ","DJML","Logistics Solution Provider"
"SVLL  Shree Vasu Logistics Ltd  ","SVLL","Logistics Solution Provider"
"AVG  AVG Logistics Ltd  ","AVG","Logistics Solution Provider"
"ABSMARINE  ABS Marine Services Ltd  ","ABSMARINE","Shipping"
"JETAIRWAYS  Jet Airways (India) Ltd  ","JETAIRWAYS","Airline"
"WTICAB  Wise Travel India Ltd  ","WTICAB","Road Transport"
"GLOBALVECT  Global Vectra Helicorp Ltd  ","GLOBALVECT","Airline"
"NECCLTD  North Eastern Carrying Corporation Ltd  ","NECCLTD","Logistics Solution Provider"
"PRLIND  Premier Roadlines Ltd  ","PRLIND","Logistics Solution Provider"
"GLOBOFFS  Global Offshore Services Ltd  ","GLOBOFFS","Shipping"
"GICL  Globe International Carriers Ltd  ","GICL","Logistics Solution Provider"
"DESTINY  Destiny Logistics & Infra Ltd  ","DESTINY","Logistics Solution Provider"
"ASPINWALL  Aspinwall and Company Ltd  ","ASPINWALL","Logistics Solution Provider"
"ZEAL  Zeal Global Services Ltd  ","ZEAL","Logistics Solution Provider"
"SADHAV  Sadhav Shipping Ltd  ","SADHAV","Shipping"
"SHREEOSFM  Shree Osfm E-Mobility Ltd  ","SHREEOSFM","Road Transport"
"DRSDILIP  DRS Dilip Roadlines Ltd  ","DRSDILIP","Logistics Solution Provider"
"SEACOAST  Seacoast Shipping Services Ltd  ","SEACOAST","Logistics Solution Provider"
"COMMITTED  Committed Cargo Care Ltd  ","COMMITTED","Logistics Solution Provider"
"CHLOGIST  Chartered Logistics Ltd  ","CHLOGIST","Logistics Solution Provider"
"ACCURACY  Accuracy Shipping Ltd  ","ACCURACY","Logistics Solution Provider"
"PATINTLOG  Patel Integrated Logistics Ltd  ","PATINTLOG","Logistics Solution Provider"
"DECCANTRAN  Deccan Transcon Leasing Ltd  ","DECCANTRAN","Logistics Solution Provider"
"SANCTRN  Sanco Trans Ltd  ","SANCTRN","Logistics Solution Provider"
"ACSAL  Arvind Port and Infra Ltd  ","ACSAL","Shipping"
"OBCL  Orissa Bengal Carrier Ltd  ","OBCL","Logistics Solution Provider"
"ASHALOG  Ashapura Logistics Ltd  ","ASHALOG","Logistics Solution Provider"
"DRSCARGO  DRS Cargo Movers Ltd  ","DRSCARGO","Logistics Solution Provider"
"STL  Shreeji Translogistics Ltd  ","STL","Logistics Solution Provider"
"TOTAL  Total Transport Systems Ltd  ","TOTAL","Logistics Solution Provider"
"BRACEPORT  Brace Port Logistics Ltd  ","BRACEPORT","Logistics Solution Provider"
"CHOWGULSTM  Chowgule Steamships Ltd  ","CHOWGULSTM","Shipping"
"PRANIK  Pranik Logistics Ltd  ","PRANIK","Logistics Solution Provider"
"EASTWEST  East West Freight Carriers Ltd  ","EASTWEST","Logistics Solution Provider"
"KTIL  Kesar Terminals & Infrastructure Ltd  ","KTIL","Logistics Solution Provider"
"ARSHIYA  Arshiya Ltd  ","ARSHIYA","Logistics Solution Provider"
"JETFREIGHT  Jet Freight Logistics Ltd  ","JETFREIGHT","Logistics Solution Provider"
"CONTAINER  Containerway International Ltd  ","CONTAINER","Logistics Solution Provider"
"ABCINDQ  ABC India Ltd  ","ABCINDQ","Road Transport"
"TRANSVOY  Transvoy Logistics India Ltd  ","TRANSVOY","Logistics Solution Provider"
"BALTE  Balurghat Technologies Ltd  ","BALTE","Road Transport"
"FLOMIC  Flomic Global Logistics Ltd  ","FLOMIC","Logistics Solution Provider"
"TIMESCAN  Timescan Logistics (India) Ltd  ","TIMESCAN","Logistics Solution Provider"
"OLIL  Oneclick Logistics India Ltd  ","OLIL","Logistics Solution Provider"
"CARGOTRANS  Cargotrans Maritime Ltd  ","CARGOTRANS","Logistics Solution Provider"
"MARINETRAN  Marinetrans India Ltd  ","MARINETRAN","Logistics Solution Provider"
"SHAHISHIP  Shahi Shipping Ltd  ","SHAHISHIP","Shipping"
"CARGOSOL  Cargosol Logistics Ltd  ","CARGOSOL","Logistics Solution Provider"
"MFLINDIA  MFL India Ltd  ","MFLINDIA","Logistics Solution Provider"
"FRONTCORP  Frontline corporation Ltd  ","FRONTCORP","Road Transport"
"INTSTOIL  Interstate Oil Carrier Ltd  ","INTSTOIL","Road Transport"
"RAPID  Rapid Multimodal Logistics Ltd  ","RAPID","Logistics Solution Provider"
"AMIABLE  Amiable Logistics (India) Ltd  ","AMIABLE","Logistics Solution Provider"
"JALAN  Jalan Transolutions (India) Ltd  ","JALAN","Logistics Solution Provider"
"COARO  Coastal Roadways Ltd  ","COARO","Road Transport"
"SMARITIME  Sahara Maritime Ltd  ","SMARITIME","Logistics Solution Provider"
"GCONNECT  Gconnect Logitech and Supply Chain Ltd  ","GCONNECT","Logistics Solution Provider"
"AUTOINT  Autoriders International Ltd  ","AUTOINT","Logistics Solution Provider"
"FSC  Future Supply Chain Solutions Ltd  ","FSC","Logistics Solution Provider"
"DATIWARE  Datiware Maritime Infra Ltd  ","DATIWARE","Shipping"
"MHSGRMS  Mahasagar Travels Ltd  ","MHSGRMS","Road Transport"
"CORPOCO  Corporate Courier and Cargo Ltd  ","CORPOCO","Logistics Solution Provider"
"RAJVI  Rajvi Logitrade Ltd  ","RAJVI","Logistics Solution Provider"
"VARUNSHIP  Varun Resources Ltd.  ","VARUNSHIP","Shipping"
"ADANIPORTS  Adani Ports and Special Economic Zone Ltd  ","ADANIPORTS","Port & Port services"
"GMRINFRA  GMR Airports Ltd  ","GMRINFRA","Airport & Airport services"
"JSWINFRA  JSW Infrastructure Ltd  ","JSWINFRA","Port & Port services"
"IRBIT  IRB Infrastructure Trust  ","IRBIT","Road Assets–Toll, Annuity, Hybrid-Annuity"
"NHIT  National Highways Infra Trust  ","NHIT","Road Assets–Toll, Annuity, Hybrid-Annuity"
"CUBEINVIT  Cube Highways Trust  ","CUBEINVIT","Road Assets–Toll, Annuity, Hybrid-Annuity"
"INDINFR  Interise Trust  ","INDINFR","Road Assets–Toll, Annuity, Hybrid-Annuity"
"GPPL  Gujarat Pipavav Port Ltd  ","GPPL","Port & Port services"
"543925-BOM  Indian Highway Concessions Trust  ","543925-BOM","Road Assets–Toll, Annuity, Hybrid-Annuity"
"IRBINVIT  IRB InvIT Fund  ","IRBINVIT","Road Assets–Toll, Annuity, Hybrid-Annuity"
"BFUTILITIE  BF Utilities Ltd  ","BFUTILITIE","Road Assets–Toll, Annuity, Hybrid-Annuity"
"DREAMFOLKS  Dreamfolks Services Ltd  ","DREAMFOLKS","Airport & Airport services"
"ATL  Allcargo Terminals Ltd  ","ATL","Port & Port services"
"NOIDATOLL  Noida Toll Bridge Company Ltd  ","NOIDATOLL","Road Assets–Toll, Annuity, Hybrid-Annuity"
"VMS  VMS Industries Ltd  ","VMS","Port & Port services"
"STARLOG  Starlog Enterprises Ltd  ","STARLOG","Port & Port services"
"MEP  MEP Infrastructure Developers Ltd  ","MEP","Road Assets–Toll, Annuity, Hybrid-Annuity"
"GAYAHWS  Gayatri Highways Ltd  ","GAYAHWS","Road Assets–Toll, Annuity, Hybrid-Annuity"
"FSL  Firstsource Solutions Ltd  ","FSL","Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)"
"IGIL  International Gemmological Institute (India) Ltd  ","IGIL","Diversified Commercial Services"
"REDINGTON  Redington Ltd  ","REDINGTON","Trading & Distributors"
"ECLERX  eClerx Services Limited  ","ECLERX","Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)"
"MMTC  MMTC Ltd  ","MMTC","Trading & Distributors"
"QUESS  Quess Corp Ltd  ","QUESS","Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)"
"RTNINDIA  Rattanindia Enterprises Ltd  ","RTNINDIA","Diversified Commercial Services"
"CMSINFO  CMS Info Systems Ltd  ","CMSINFO","Diversified Commercial Services"
"NESCO  Nesco Ltd  ","NESCO","Diversified Commercial Services"
"AWFIS  Awfis Space Solutions Ltd  ","AWFIS","Diversified Commercial Services"
"SIS  SIS Ltd  ","SIS","Diversified Commercial Services"
"NIRLON  Nirlon Ltd  ","NIRLON","Diversified Commercial Services"
"TEAMLEASE  TeamLease Services Ltd  ","TEAMLEASE","Diversified Commercial Services"
"MSTCLTD  MSTC Ltd  ","MSTCLTD","Trading & Distributors"
"NDRINVIT  NDR InvIT Trust  ","NDRINVIT","Diversified Commercial Services"
"PQIF  Polo Queen Industrial and Fintech Ltd  ","PQIF","Trading & Distributors"
"RPSGVENT  RPSG Ventures Ltd  ","RPSGVENT","Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)"
"ELCIDIN  Elcid Investments Ltd  ","ELCIDIN","Diversified Commercial Services"
"HGS  Hinduja Global Solutions Ltd  ","HGS","Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)"
"GENSOL  Gensol Engineering Ltd  ","GENSOL","Consulting Services"
"UDS  Updater Services Ltd  ","UDS","Diversified Commercial Services"
"VERITAS  Veritas (India) Ltd  ","VERITAS","Trading & Distributors"
"ELITECON  Elitecon International Ltd  ","ELITECON","Trading & Distributors"
"ALLDIGI  Alldigi Tech Ltd  ","ALLDIGI","Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)"
"ONEPOINT  One Point One Solutions Ltd  ","ONEPOINT","Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)"
"VINCOFE  Vintage Coffee and Beverages Ltd  ","VINCOFE","Trading & Distributors"
"TCC  Aaswa Trading and Exports Ltd  ","TCC","Trading & Distributors"
"CREATIVE  Creative Newtech Ltd  ","CREATIVE","Trading & Distributors"
"YSL  Yamuna Syndicate Ltd  ","YSL","Trading & Distributors"
"FRATELLI  Fratelli Vineyards Ltd  ","FRATELLI","Trading & Distributors"
"SPRIGHT  Spright Agro Ltd  ","SPRIGHT","Trading & Distributors"
"INERTIAST  Inertia Steel Ltd  ","INERTIAST","Diversified Commercial Services"
"MEHAI  Mehai Technology Ltd  ","MEHAI","Trading & Distributors"
"KRYSTAL  Krystal Integrated Services Ltd  ","KRYSTAL","Diversified Commercial Services"
"STCINDIA  State Trading Corporation of India Ltd  ","STCINDIA","Trading & Distributors"
"OSWALAGRO  Oswal Agro Mills Ltd  ","OSWALAGRO","Trading & Distributors"
"SBC  SBC Exports Ltd  ","SBC","Diversified Commercial Services"
"HARDWYN  Hardwyn India Ltd  ","HARDWYN","Trading & Distributors"
"IIRM  IIRM Holdings India Ltd  ","IIRM","Trading & Distributors"
"TRACXN  Tracxn Technologies Ltd  ","TRACXN","Data Processing Services"
"RADIANTCMS  Radiant Cash Management Services Ltd  ","RADIANTCMS","Diversified Commercial Services"
"LIKHAMI  Likhami Consulting Ltd  ","LIKHAMI","Consulting Services"
"EKI  EKI Energy Services Ltd  ","EKI","Consulting Services"
"VIKASLIFE  Vikas Lifecare Ltd  ","VIKASLIFE","Trading & Distributors"
"SAKUMA  Sakuma Exports Ltd  ","SAKUMA","Trading & Distributors"
"RBMINFRA  RBM Infracon Ltd  ","RBMINFRA","Diversified Commercial Services"
"ALANKIT  Alankit Ltd  ","ALANKIT","Diversified Commercial Services"
"PTL  PTL Enterprises Ltd  ","PTL","Diversified Commercial Services"
"DYNAMIC  Dynamic Services & Security Ltd  ","DYNAMIC","Diversified Commercial Services"
"KOTHARIPRO  Kothari Products Ltd  ","KOTHARIPRO","Trading & Distributors"
"VIESL  Vision Infra Equipment Solutions Ltd  ","VIESL","Diversified Commercial Services"
"TARACHAND  Tara Chand Infralogistic Solutions Ltd  ","TARACHAND","Diversified Commercial Services"
"MAJESAUT  Majestic Auto Ltd  ","MAJESAUT","Diversified Commercial Services"
"SPCENET  Spacenet Enterprises India Ltd  ","SPCENET","Trading & Distributors"
"INFOLLION  Infollion Research Services Ltd  ","INFOLLION","Diversified Commercial Services"
"RIDDHI  Riddhi Siddhi Gluco Biols Ltd  ","RIDDHI","Trading & Distributors"
"SPECTSTM  Spectrum Talent Management Ltd  ","SPECTSTM","Diversified Commercial Services"
"IEL  Indiabulls Enterprises Ltd  ","IEL","Diversified Commercial Services"
"UMAEXPORTS  UMA Exports Ltd  ","UMAEXPORTS","Trading & Distributors"
"NEWINFRA  Newtime Infrastructure Ltd  ","NEWINFRA","Trading & Distributors"
"AAPLUSTRAD  AA Plus Tradelink Ltd  ","AAPLUSTRAD","Trading & Distributors"
"SHIVAUM  Shiv Aum Steels Ltd  ","SHIVAUM","Trading & Distributors"
"NSL  Northern Spirits Ltd  ","NSL","Trading & Distributors"
"ROCKINGDCE  Rockingdeals Circular Economy Ltd  ","ROCKINGDCE","Trading & Distributors"
"STRATMONT  Stratmont Industries Ltd  ","STRATMONT","Trading & Distributors"
"ITCONS  ITCONS e-Solutions Ltd  ","ITCONS","Diversified Commercial Services"
"QLL  Qualitek Labs Ltd  ","QLL","Consulting Services"
"SICAGEN  Sicagen India Ltd  ","SICAGEN","Trading & Distributors"
"ANIKINDS  Anik Industries Ltd  ","ANIKINDS","Trading & Distributors"
"RUCHINFRA  Ruchi Infrastructure Ltd  ","RUCHINFRA","Diversified Commercial Services"
"MERCANTILE  Mercantile Ventures Ltd  ","MERCANTILE","Diversified Commercial Services"
"DRONACHRYA  Droneacharya Aerial Innovations Ltd  ","DRONACHRYA","Diversified Commercial Services"
"CFEL  Confidence Futuristic Energetech Ltd  ","CFEL","Trading & Distributors"
"SRSOLTD  Silicon Rental Solutions Ltd  ","SRSOLTD","Diversified Commercial Services"
"KAPSTON  Kapston Services Ltd  ","KAPSTON","Diversified Commercial Services"
"SEML  Sunrise Efficient Marketing Ltd  ","SEML","Trading & Distributors"
"POSITRON  Positron Energy Ltd  ","POSITRON","Diversified Commercial Services"
"CHANDRIMA  Chandrima Mercantiles Ltd  ","CHANDRIMA","Trading & Distributors"
"SOBME  Sobhaygya Mercantile Ltd  ","SOBME","Diversified Commercial Services"
"ANLON  Anlon Technology Solutions Ltd  ","ANLON","Diversified Commercial Services"
"REMLIFE  Remedium Lifecare Ltd  ","REMLIFE","Trading & Distributors"
"EKANSH  Ekansh Concepts Ltd  ","EKANSH","Consulting Services"
"IPSL  Integrated Personnel Services Ltd  ","IPSL","Diversified Commercial Services"
"DHRUV  Dhruv Consultancy Services Ltd  ","DHRUV","Consulting Services"
"VARIMAN  Variman Global Enterprises Ltd  ","VARIMAN","Trading & Distributors"
"DHOOTIN  Dhoot Industrial Finance Ltd  ","DHOOTIN","Trading & Distributors"
"CORALFINAC  Coral India Finance and Housing Ltd  ","CORALFINAC","Diversified Commercial Services"
"KHFM  KHFM Hospitality and Facility Management Services Ltd  ","KHFM","Diversified Commercial Services"
"TECHKGREEN  Techknowgreen Solutions Ltd  ","TECHKGREEN","Consulting Services"
"SIGIND  Signet Industries Ltd  ","SIGIND","Trading & Distributors"
"AARVI  Aarvi Encon Ltd  ","AARVI","Diversified Commercial Services"
"BALGOPAL  Balgopal Commercial Ltd  ","BALGOPAL","Trading & Distributors"
"METROGLOBL  Metroglobal Ltd  ","METROGLOBL","Trading & Distributors"
"MAXIMUS  Maximus International Ltd  ","MAXIMUS","Trading & Distributors"
"GENPHARMA  Genpharmasec Ltd  ","GENPHARMA","Trading & Distributors"
"PROFINC  Pro Fin Capital Services Ltd  ","PROFINC","Diversified Commercial Services"
"JYOTHI  Mizzen Ventures Ltd  ","JYOTHI","Diversified Commercial Services"
"PARSHVA  Parshva Enterprises Ltd  ","PARSHVA","Trading & Distributors"
"AISL  ANI Integrated Services Ltd  ","AISL","Diversified Commercial Services"
"BNHOLDINGS  BN Holdings Ltd  ","BNHOLDINGS","Trading & Distributors"
"HINDAPL  Hindustan Appliances Ltd  ","HINDAPL","Trading & Distributors"
"KEMP  Kemp and Company Ltd  ","KEMP","Diversified Commercial Services"
"ZMILGFIN  Milgrey Finance and Investments Ltd  ","ZMILGFIN","Diversified Commercial Services"
"CONSTRONIC  Constronics Infra Ltd  ","CONSTRONIC","Trading & Distributors"
"MITCON  MITCON Consultancy & Engineering Services Ltd  ","MITCON","Consulting Services"
"FMNL  Future Market Networks Ltd  ","FMNL","Diversified Commercial Services"
"YAARI  Yaari Digital Integrated Services Ltd  ","YAARI","Diversified Commercial Services"
"DYNAVSN  Dynavision Ltd  ","DYNAVSN","Diversified Commercial Services"
"AUSOMENT  Ausom Enterprise Ltd  ","AUSOMENT","Trading & Distributors"
"EXCEL  Excel Realty N Infra Ltd  ","EXCEL","Trading & Distributors"
"SFML  Supreme Facility Management Ltd  ","SFML","Diversified Commercial Services"
"GOYALALUM  Goyal Aluminiums Ltd  ","GOYALALUM","Trading & Distributors"
"AAATECH  AAA Technologies Ltd  ","AAATECH","Consulting Services"
"TCIIND  TCI Industries Ltd  ","TCIIND","Diversified Commercial Services"
"RAMAVISION  Rama Vision Ltd  ","RAMAVISION","Trading & Distributors"
"DTL  Diensten Tech Ltd  ","DTL","Diversified Commercial Services"
"BNL  Agribio Spirits Ltd  ","BNL","Trading & Distributors"
"LAHOTIOV  Lahoti Overseas Ltd  ","LAHOTIOV","Trading & Distributors"
"BLUEPEBBLE  Blue Pebble Ltd  ","BLUEPEBBLE","Diversified Commercial Services"
"HRHNEXT  Hrh Next Services Ltd  ","HRHNEXT","Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)"
"LELAVOIR  Le Lavoir Ltd  ","LELAVOIR","Trading & Distributors"
"CRAVATEX  Cravatex Ltd  ","CRAVATEX","Trading & Distributors"
"PULSRIN  Pulsar International Ltd  ","PULSRIN","Trading & Distributors"
"MOTOGENFIN  Motor and General Finance Ltd  ","MOTOGENFIN","Diversified Commercial Services"
"QUASAR  Quasar India Ltd  ","QUASAR","Trading & Distributors"
"RULKA  Rulka Electricals Ltd  ","RULKA","Diversified Commercial Services"
"GANVERSE  Ganesha Ecoverse Ltd  ","GANVERSE","Trading & Distributors"
"GETALONG  Getalong Enterprise Ltd  ","GETALONG","Consulting Services"
"PHOENXINTL  Phoenix International Ltd  ","PHOENXINTL","Diversified Commercial Services"
"EVANS  Evans Electric Ltd  ","EVANS","Diversified Commercial Services"
"MONOT  Monotype India Ltd  ","MONOT","Diversified Commercial Services"
"SAICAPI  Sai Capital Ltd  ","SAICAPI","Diversified Commercial Services"
"SHARIKA  Sharika Enterprises Ltd  ","SHARIKA","Trading & Distributors"
"LYKISLTD  Lykis Ltd  ","LYKISLTD","Trading & Distributors"
"SELLWIN  Sellwin Traders Ltd  ","SELLWIN","Diversified Commercial Services"
"NEWLIGHT  New Light Apparels Ltd  ","NEWLIGHT","Trading & Distributors"
"BOMBCYC  Bombay Cycle and Motor Agency Ltd  ","BOMBCYC","Trading & Distributors"
"MINALIND  Minal Industries Ltd  ","MINALIND","Trading & Distributors"
"SERVICE  Service Care Ltd  ","SERVICE","Diversified Commercial Services"
"AMRAPLIN  Amrapali Industries Ltd  ","AMRAPLIN","Trading & Distributors"
"TRIDHYA  Tridhya Tech Ltd  ","TRIDHYA","Diversified Commercial Services"
"WEWIN  We Win Ltd  ","WEWIN","Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)"
"CADSYS  Cadsys (India) Ltd  ","CADSYS","Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)"
"FRANKLININD  Franklin Industries Ltd  ","FRANKLININD","Trading & Distributors"
"SVCIND  SVC Industries Ltd  ","SVCIND","Diversified Commercial Services"
"MIEL  Manglam Infra & Engineering Ltd  ","MIEL","Consulting Services"
"MERCTRD  Mercury Trade Links Ltd  ","MERCTRD","Diversified Commercial Services"
"BMETRICS  Bombay Metrics Supply Chain Ltd  ","BMETRICS","Trading & Distributors"
"KONTOR  Kontor Space Ltd  ","KONTOR","Diversified Commercial Services"
"ASTALLTD  Astal Laboratories Ltd  ","ASTALLTD","Trading & Distributors"
"ICDSLTD  ICDS Ltd  ","ICDSLTD","Diversified Commercial Services"
"YARNSYN  Yarn Syndicate Ltd  ","YARNSYN","Trading & Distributors"
"IFL  IFL Enterprises Ltd  ","IFL","Trading & Distributors"
"BINNYMILLS  Binny Mills Ltd  ","BINNYMILLS","Trading & Distributors"
"GINISILK  Gini Silk Mills Ltd  ","GINISILK","Trading & Distributors"
"DMR  Dmr Hydroengineering & Infrastructures Ltd  ","DMR","Consulting Services"
"CONTILI  Contil India Ltd  ","CONTILI","Trading & Distributors"
"GROWINGTON  Growington Ventures India Ltd  ","GROWINGTON","Trading & Distributors"
"ABMINTLLTD  Abm International Ltd  ","ABMINTLLTD","Trading & Distributors"
"SITAENT  Sita Enterprises Ltd  ","SITAENT","Trading & Distributors"
"FERVENTSYN  Fervent Synergies Ltd  ","FERVENTSYN","Trading & Distributors"
"MEGRISOFT  Megri Soft Ltd  ","MEGRISOFT","Data Processing Services"
"ERPSOFT  Erp Soft Systems Ltd  ","ERPSOFT","Diversified Commercial Services"
"DHANCOT  Dhanlaxmi Cotex Ltd  ","DHANCOT","Trading & Distributors"
"SIPTL  Sharanam Infraproject And Trading Ltd  ","SIPTL","Trading & Distributors"
"ENBETRD  Enbee Trade and Finance Ltd  ","ENBETRD","Diversified Commercial Services"
"SALORAINTL  Salora International Ltd  ","SALORAINTL","Trading & Distributors"
"JOHNPHARMA  Johnson Pharmacare Ltd  ","JOHNPHARMA","Diversified Commercial Services"
"ARTEFACT  Artefact Projects Ltd  ","ARTEFACT","Consulting Services"
"AKG  AKG Exim Ltd  ","AKG","Trading & Distributors"
"SHANGAR  Shangar Decor Ltd  ","SHANGAR","Diversified Commercial Services"
"544287-BOM  Mangal Compusolution Ltd  ","544287-BOM","Diversified Commercial Services"
"INFORTEC  Informed Technologies India Ltd  ","INFORTEC","Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)"
"PHOGLOBAL  Phoenix Overseas Ltd  ","PHOGLOBAL","Trading & Distributors"
"KISAAN  Kisaan Parivar Industries Ltd  ","KISAAN","Trading & Distributors"
"GEL  Gautam Exim Ltd  ","GEL","Trading & Distributors"
"SRUSTEELS  SRU Steels Ltd  ","SRUSTEELS","Trading & Distributors"
"MIL  Medico Intercontinental Ltd  ","MIL","Trading & Distributors"
"ZODIACVEN  Zodiac Ventures Ltd  ","ZODIACVEN","Consulting Services"
"RONI  Roni Households Ltd  ","RONI","Trading & Distributors"
"RITHWIKFMS  Rithwik Facility Management Services Ltd  ","RITHWIKFMS","Diversified Commercial Services"
"MAHACORP  Maharashtra Corp Ltd  ","MAHACORP","Trading & Distributors"
"WALCHPF  Walchand Peoplefirst Ltd  ","WALCHPF","Consulting Services"
"URSUGAR  UR Sugar Industries Ltd  ","URSUGAR","Trading & Distributors"
"KANDARP  Kandarp Digi Smart Bpo Ltd  ","KANDARP","Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)"
"544270-BOM  Khyati Global Ventures Ltd  ","544270-BOM","Trading & Distributors"
"PRISMX  Prismx Global Ventures Ltd  ","PRISMX","Trading & Distributors"
"FORINTL  Fortune International Ltd  ","FORINTL","Trading & Distributors"
"ASHNI  Ashnisha Industries Ltd  ","ASHNI","Trading & Distributors"
"CHANDRAP  Chandra Prabhu International Ltd  ","CHANDRAP","Trading & Distributors"
"KABSON  Kabsons Industries Ltd  ","KABSON","Trading & Distributors"
"OIVL  Onesource Industries and Ventures Ltd  ","OIVL","Consulting Services"
"DRA  DRA Consultants Ltd  ","DRA","Consulting Services"
"LESHAIND  Lesha Industries Ltd  ","LESHAIND","Trading & Distributors"
"ROSEMER  Rose Merc Ltd  ","ROSEMER","Trading & Distributors"
"HEMANG  Hemang Resources Ltd  ","HEMANG","Trading & Distributors"
"SAWABUSI  Sawaca Enterprises Ltd  ","SAWABUSI","Diversified Commercial Services"
"INVIGO  Invigorated Business Consulting Ltd  ","INVIGO","Consulting Services"
"SPCAPIT  S P Capital Financing Ltd  ","SPCAPIT","Diversified Commercial Services"
"543194-BOM  Nirmitee Robotics India Ltd  ","543194-BOM","Diversified Commercial Services"
"SAMYAKINT  Samyak International Ltd  ","SAMYAKINT","Diversified Commercial Services"
"KCDGROUP  KCD Industries India Ltd  ","KCDGROUP","Trading & Distributors"
"PARLEIND  Parle Industries Ltd  ","PARLEIND","Diversified Commercial Services"
"INNOVATIVE-BSE  Innovative Ideals and Services (India) Ltd  ","INNOVATIVE-BSE","Diversified Commercial Services"
"LEX  Lex Nimble Solutions Ltd  ","LEX","Consulting Services"
"SARTHAKIND  Sarthak Industries Ltd  ","SARTHAKIND","Trading & Distributors"
"LWSKNIT  LWS Knitwear Ltd  ","LWSKNIT","Trading & Distributors"
"SHVFL  Shreevatsaa Finance and Leasing Ltd  ","SHVFL","Diversified Commercial Services"
"KRATOSENER  Kratos Energy & Infrastructure Ltd  ","KRATOSENER","Consulting Services"
"TARINI  Tarini International Ltd  ","TARINI","Consulting Services"
"VPL  Vrundavan Plantation Ltd  ","VPL","Diversified Commercial Services"
"SBECSYS  SBEC Systems (India) Ltd  ","SBECSYS","Trading & Distributors"
"DHYAANITR  Dhyaani Tradeventtures Ltd  ","DHYAANITR","Trading & Distributors"
"NUWAY  Nuway Organic Naturals India Ltd  ","NUWAY","Trading & Distributors"
"GREENCREST  Greencrest Financial Services Ltd  ","GREENCREST","Diversified Commercial Services"
"IGCIL  IGC Industries Ltd  ","IGCIL","Trading & Distributors"
"NIRAVCOM  Nirav Commercials Ltd  ","NIRAVCOM","Trading & Distributors"
"PALMJEWELS  Palm Jewels Limited  ","PALMJEWELS","Trading & Distributors"
"ASIANTNE  Asian Tea & Exports Ltd  ","ASIANTNE","Trading & Distributors"
"CONTI  Continental Seeds and Chemicals Ltd  ","CONTI","Trading & Distributors"
"TAIIND  Tai Industries Ltd  ","TAIIND","Trading & Distributors"
"FRONTCAP  Frontier Capital Ltd  ","FRONTCAP","Diversified Commercial Services"
"SSTL  Safa Systems & Technologies Ltd  ","SSTL","Trading & Distributors"
"ACEINTEG  Ace Integrated Solutions Ltd  ","ACEINTEG","Diversified Commercial Services"
"RAPIDIN  Rapid Investments Ltd  ","RAPIDIN","Diversified Commercial Services"
"ABHIFIN  Abhishek Finlease Ltd  ","ABHIFIN","Consulting Services"
"MRCAGRO  MRC Agrotech Ltd  ","MRCAGRO","Trading & Distributors"
"KACL  Kaiser Corporation Ltd  ","KACL","Trading & Distributors"
"DANUBE  Danube Industries Ltd  ","DANUBE","Trading & Distributors"
"POBS  PlatinumOne Business Services Ltd  ","POBS","Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)"
"FALCONTECH  Falcon Technoprojects India Ltd  ","FALCONTECH","Diversified Commercial Services"
"SUNILTX  Sunil Industries Ltd  ","SUNILTX","Trading & Distributors"
